,lat,lon,score,msl,msl_d1h,msl_d3h,zeta,div,S,zeta_mean3h,zeta_std3h,div_mean3h,div_std3h,S_mean3h,S_std3h,shear10_def,shear_proxy,S3,dS_dt,drelax_dt,dagree_dt,msl_grad,ilat,ilon,u10,v10,wspd,agree,t2m,number,expver,number_r,expver_r,shear_low,shear_deep,gka_kappa,gka_tau,gka_parity_eta,gka_A_overlap,gka_F,gka_msl_nd,gka_knee_ratio,gka_chirality,gka_Q,gka_vortdiv_ratio,gka_dir_var
ilat,0.9999999999999979,-0.2034703824575358,-0.2746720789045848,-0.27321462445900296,0.05791484170825143,0.14119493516433643,-0.11445643542465078,-0.006958144270311787,-0.034341387090876155,-0.12220390316003776,0.022027249483626693,-0.010027007619391773,0.04029078269107815,-0.03312698149623563,0.050218317997422046,-0.02061379706735897,-0.1557044643370738,-0.017647374951907754,-0.006206262757217654,,0.015874013703109462,0.1026931550268301,1.0,-0.20347038245752963,0.06238986484588029,0.06494592216969952,-0.15057631224813772,-0.15836857721425224,-0.10890134360194027,,,,,0.3659024608635058,0.11559849468617753,-0.11445643542465077,0.006958144270311787,,-0.15836857721425224,0.18105030805337458,-0.2732146119663252,-0.05125128552394387,-0.11445643542465077,0.07793936718369124,-0.15483595283847496,
ilon,-0.20347038245754068,1.0000000000000009,0.10167863585232984,0.003443234707264692,-0.01916255363659025,-0.05447815013975686,0.14010947102058569,-0.04048424533960112,0.007964584113419918,0.14896129750599352,-0.017701551450432413,-0.039518717390551135,0.03349056602820383,0.003902837511252174,-0.006638771371526042,0.0037857757844168578,0.036734367182425856,0.0006413618005516511,0.012620174925897443,,-0.008368237189070624,0.4231611832753571,-0.20347038245752963,1.0,-0.5418704412075278,0.14288969391649384,0.5411930366803182,0.06111165719654729,0.3673629600113186,,,,,-0.18411469748913362,-0.30830620124790326,0.14010947102058566,0.040484245339601134,,0.06111165719654729,-0.054145897121641424,0.0034426486692596767,0.017192183672225515,0.14010947102058566,-0.0048283024397658214,0.13169326908827297,
u10,0.06238986484588672,-0.5418704412075235,0.06301713410042076,0.12026907105744554,0.05778050965528257,0.06906702571182803,-0.08016458795942555,0.02117402657738973,0.16437490617467912,-0.07400922914165135,0.10693357281264904,0.0244974052455598,0.08082972580697513,0.17419047266982338,0.13377093673471582,0.09359505469682056,-0.1315693679876008,0.09668404761526067,-0.020403393649772426,,0.0011305648118701565,-0.2612753534479003,0.06238986484588029,-0.5418704412075278,1.0,0.00197186848381539,-0.8068582852979745,-0.16139958559658352,-0.5154409333601576,,,,,0.3776308741135538,0.03625824163774517,-0.08016458795942552,-0.021174026577389732,,-0.16139958559658352,0.164184544067241,0.12026915655799404,-0.06474254045546203,-0.08016458795942552,0.051785311095922076,-0.19722292953509754,
v10,0.06494592216970149,0.14288969391648723,-0.07439875848403324,-0.11652623357825591,0.17370172972303297,0.18665849245985275,-0.009502727755973744,-0.05967310320321809,-0.012921717592721163,0.003159079716705123,-0.04708067573561693,-0.06315626926494913,-0.03620474033711083,-0.014178457380547562,-0.032437795242245375,-0.05256740702274545,-0.00796806177342151,-0.05416285373062371,0.001914162340203592,,-0.0068149306198342875,0.2269363797224815,0.06494592216969952,0.14288969391649384,0.00197186848381539,1.0,0.3116511778452649,-0.009717782281514532,0.08302097198196,,,,,-0.12732912903895569,-0.056103613476570516,-0.009502727755973736,0.059673103203218114,,-0.009717782281514532,0.010247226718946126,-0.11652631196035067,0.00724013809333636,-0.009502727755973736,0.004768136956938961,-0.03131941597404938,
wspd,-0.1505763122481391,0.541193036680316,-0.14641967305265946,-0.21656223634628044,0.001417515813506685,0.0036485724973731024,0.1242035440881182,-0.06928049574341912,-0.11491417722047213,0.12645073807683738,-0.0840859476318751,-0.0756043502899856,-0.05016597170722151,-0.12229265495294146,-0.10345118499082144,-0.06671411774729032,0.1541759499731284,-0.06807267205531185,0.01639655077146952,,-0.005313882495844943,0.33359593381320035,-0.15057631224813772,0.5411930366803182,-0.8068582852979745,0.3116511778452649,1.0,0.16897233764074077,0.5757182359827766,,,,,-0.4412451966172296,-0.0667283675315885,0.12420354408811823,0.06928049574341912,,0.16897233764074077,-0.17964711251606855,-0.21656233774219613,0.05426467441151965,0.12420354408811823,-0.07848796431315365,0.20783783437078446,
agree,-0.15836857721424483,0.06111165719654558,-0.019882759125577566,-0.03290914702737971,-0.05888217159963164,-0.07009269242350469,0.21093079937933248,-0.07362824181998233,-0.09939796435606833,0.2001204502201991,-0.05938216060422095,-0.06580463986540724,-0.11169407770368817,-0.08415694536156153,-0.14874505249996334,-0.07620345009893288,0.6854435175468018,-0.07330310207962695,-0.05251486458710132,,0.4213828132007402,-0.05936711089213298,-0.15836857721425224,0.06111165719654729,-0.16139958559658352,-0.009717782281514532,0.16897233764074077,1.0,0.18119651243438828,,,,,-0.17970399044870872,-0.02404805670629822,0.21093079937933246,0.07362824181998236,,1.0,-0.8015491030561467,-0.03290906884674346,0.05573942453048756,0.21093079937933246,-0.373144453932993,0.3399682438385686,
t2m,-0.10890134360193253,0.36736296001130325,-0.11481389171273242,-0.1683037895031666,-0.25836116083305644,-0.23564551539418077,0.10278596241450827,-0.16550986362976647,-0.04468499419001669,0.11040587895906437,-0.0007337919032901663,-0.16377501199355884,0.016681614474997074,-0.04665704282913121,-0.013309790363850365,-0.010661765260673759,0.1724156140051552,-0.011248736507437844,0.005033670613453608,,-0.0001248973714357972,0.06514251995344024,-0.10890134360194027,0.3673629600113186,-0.5154409333601576,0.08302097198196,0.5757182359827766,0.18119651243438828,1.0,,,,,-0.5364448746405297,-0.1459507443909294,0.10278596241450827,0.16550986362976655,,0.18119651243438814,-0.2044844962737303,-0.16830381935373528,0.030771612504006098,0.10278596241450827,-0.08121714881645237,0.1782368002768007,
number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
expver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
number_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
expver_r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shear_low,0.3659024608635007,-0.18411469748913495,-0.01463681307124428,-0.0011579229878707971,0.15842666078749126,0.19382909591480904,-0.06583222693086924,0.1013634718481156,0.1195208955389822,-0.06723238701379027,0.06308048784257651,0.10061488017164422,0.06821956023738449,0.12481864120505141,0.09395128798859753,0.06203294628492678,-0.15808522782499942,0.06504407410079419,-0.009627280899052354,,0.0025852558848980444,0.17841325761560808,0.3659024608635058,-0.18411469748913362,0.3776308741135538,-0.12732912903895569,-0.4412451966172296,-0.17970399044870872,-0.5364448746405297,,,,,1.0,0.0647988174517144,-0.06583222693086928,-0.10136347184811566,,-0.17970399044870874,0.19600446690476472,-0.0011580735069966611,-0.05684051708169049,-0.06583222693086928,0.06413137033190763,-0.18401339549162907,
shear_deep,0.11559849468620043,-0.3083062012479221,-0.009733532620282833,-0.007543880146945464,0.10243570308448274,0.12020404954022142,-0.07452323444185764,0.023291260029042242,-0.010518460367436493,-0.0832555471152292,-0.015197056763103605,0.02150159912179419,-0.02497517280333415,-0.009079201557042093,-0.017261705313732518,0.02167664794064274,-0.014847749564731762,0.02279073955604865,-0.005274599245801105,,0.0033990372976448325,-0.07049020786073008,0.11559849468617753,-0.30830620124790326,0.03625824163774517,-0.056103613476570516,-0.0667283675315885,-0.02404805670629822,-0.1459507443909294,,,,,0.0647988174517144,1.0,-0.07452323444185764,-0.02329126002904223,,-0.024048056706298237,0.02671319989645996,-0.007543257144616386,-0.02107621217154368,-0.07452323444185764,-0.008199977256213943,-0.06662372267190239,
gka_kappa,-0.1144564354246428,0.1401094710205853,0.0746358839619176,0.05833340132628229,-0.05806766724823451,-0.06574315467935644,1.0,0.15673254712116763,0.211878071456739,0.9661342126296155,-0.1298408859707492,0.18190669893373873,-0.03295798310160418,0.2000231113806259,-0.08664404555629665,-0.022916652604820013,0.2340102441080509,-0.02367765752493733,0.04897399927940472,,0.013721235399567754,0.10258269564846464,-0.11445643542465077,0.14010947102058566,-0.08016458795942552,-0.009502727755973736,0.12420354408811823,0.21093079937933246,0.10278596241450827,,,,,-0.06583222693086928,-0.07452323444185764,1.0,-0.1567325471211677,,0.21093079937933248,-0.25198343663054795,0.058333406633569236,0.2185110090881922,1.0,-0.14466214898819077,0.7413889753735368,
gka_tau,0.0069581442703120795,0.040484245339600995,-0.040407516565990044,-0.04940958416352268,0.02478222530901599,0.005393923301325418,-0.1567325471211677,-1.0,0.05310699356493573,-0.11335640589984035,0.09637937351666034,-0.9576764078895956,0.06917885058195676,0.06313900783209048,0.06545717052172624,0.20728862069747925,0.02789698433436153,0.20150026016567488,-0.028048363890368903,,0.016265133405507202,-0.0081439493264524,0.006958144270311787,0.040484245339601134,-0.021174026577389732,0.059673103203218114,0.06928049574341912,0.07362824181998236,0.16550986362976655,,,,,-0.10136347184811566,-0.02329126002904223,-0.1567325471211677,1.0,,0.07362824181998233,-0.0823464260233889,-0.0494096740232463,-0.18465195630381456,-0.15673254712116763,0.08572658613838154,-0.10044875205057922,
gka_parity_eta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gka_A_overlap,-0.15836857721424483,0.06111165719654558,-0.019882759125577566,-0.03290914702737971,-0.05888217159963164,-0.07009269242350469,0.21093079937933248,-0.07362824181998233,-0.09939796435606833,0.2001204502201991,-0.05938216060422095,-0.06580463986540724,-0.11169407770368817,-0.08415694536156153,-0.14874505249996334,-0.07620345009893288,0.6854435175468018,-0.07330310207962695,-0.05251486458710132,,0.4213828132007402,-0.05936711089213298,-0.15836857721425224,0.06111165719654729,-0.16139958559658352,-0.009717782281514532,0.16897233764074077,1.0,0.18119651243438814,,,,,-0.17970399044870874,-0.024048056706298237,0.21093079937933248,0.07362824181998233,,1.0,-0.8015491030561467,-0.03290906884674346,0.05573942453048756,0.21093079937933246,-0.373144453932993,0.3399682438385686,
gka_F,0.18105030805336705,-0.05414589712163672,0.027004498077493215,0.03694301289718778,0.06291440697143177,0.0736132782009595,-0.25198343663054795,0.0823464260233889,0.15008443198062107,-0.23816240460037996,0.05774766531005303,0.07609015636568531,0.13280331034984658,0.12967782682540227,0.1826500879500767,0.10797877826649303,-0.9426251609424968,0.10275908039646413,0.06962024154129319,,-0.1540746935303267,0.09207142025876076,0.18105030805337458,-0.054145897121641424,0.164184544067241,0.010247226718946126,-0.17964711251606855,-0.8015491030561467,-0.2044844962737303,,,,,0.19600446690476472,0.02671319989645996,-0.25198343663054795,-0.0823464260233889,,-0.8015491030561467,1.0,0.03694286557379968,-0.057742885139987994,-0.25198343663054795,0.6302796385402931,-0.35197070653065193,
